P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
160020,91408,151869,81301,139610,36330,143433,64012,152341,98380,157701,80997,145509,74173
159991,89973,151785,82639,139568,37489,143435,62772,152308,100777,157690,79207,145590,72098
159938,88622,151697,84012,139563,38616,143457,61570,152251,102861,157688,77400,145681,70068
159880,87269,151646,85324,139537,39886,143470,60367,152219,105013,157671,75537,145752,68042
159818,85947,151599,86668,139522,41196,143466,59216,152198,106941,157674,73730,145824,65995
159762,84640,151577,87997,139488,42609,143486,58075,152202,108784,157650,71885,145867,63952
159722,83253,151593,89284,139526,44034,143492,57018,152224,110494,157666,69998,145902,61889
159673,81873,151603,90581,139501,45520,143512,55992,152234,111983,157653,68154,145922,59829
159620,80522,151613,91844,139442,47052,143567,54938,152277,113436,157705,66313,145923,57877
159555,79129,151602,93040,139407,48597,143598,53852,152310,114725,157752,64476,145914,55963
159509,77677,151604,94248,139396,50143,143606,52807,152316,115878,157782,62658,145883,54070
159455,76282,151585,95460,139364,51705,143562,51872,152371,116998,157800,60891,145882,52214
159407,74751,151572,96579,139340,53477,143447,50946,152335,118039,157852,59167,145863,50441
159368,73352,151542,97734,139327,55081,143436,50079,152305,119078,157944,57337,145826,48543
159299,71846,151512,98907,139306,56662,143435,49224,152260,120029,157974,55592,145786,46764
159224,70404,151482,100091,139286,58265,143521,48390,152174,121030,158054,53859,145743,45047
159156,68928,151471,101249,139289,59920,143498,47583,152132,122059,158092,52171,145707,43212
159117,67472,151444,102377,139290,61570,143528,46815,152088,123081,158128,50570,145689,41601
159060,65967,151448,103629,139280,63189,143565,46086,152088,124132,158191,49020,145672,39989
158986,64465,151426,104831,139282,64788,143599,45380,152097,125182,158220,47648,145667,38421
158950,63043,151419,106007,139278,66406,143638,44643,152143,126187,158242,46336,145682,37134
158895,61565,151426,107169,139265,67980,143574,43909,152239,127277,158257,44984,145711,35729
158848,60147,151446,108335,139260,69508,143584,43294,152303,128289,158242,43766,145717,34246
158794,58760,151469,109491,139258,71079,143582,42691,152389,129344,158249,42659,145724,32912
158780,57408,151483,110638,139253,72646,143582,42086,152426,130430,158258,41637,145683,31392
158749,56132,151510,111905,139271,74160,143569,41441,152456,131437,158250,40674,145683,30071
158768,54884,151521,113155,139284,75693,143552,40924,152448,132419,158250,39787,145658,28962
158782,53692,151517,114372,139294,77183,143523,40380,152403,133314,158256,39020,145623,28011
158761,52590,151523,115494,139318,78645,143551,39871,152350,134140,158253,38297,145569,27282
158786,51510,151510,116571,139348,80112,143554,39405,152282,134809,158256,37749,145564,26770
158781,50452,151504,117622,139389,81531,143557,38964,152190,135550,158276,37285,145580,26445
158837,49487,151508,118718,139431,82942,143582,38542,152078,136172,158258,36880,145597,26360
158840,48611,151527,119876,139444,84325,143609,38073,151957,136750,158260,36525,145632,26476
158894,47750,151519,121106,139469,85702,143632,37640,151810,137197,158262,36242,145671,26750
158904,46960,151495,122348,139482,87083,143650,37212,151700,137672,158268,35867,145733,27177
158923,46286,151489,123612,139512,88413,143637,36823,151554,138108,158278,35789,145795,27822
158923,45706,151508,124847,139512,89785,143623,36435,151497,138426,158274,35792,145849,28615
158976,45194,151530,126065,139528,91142,143585,36098,151388,139004,158269,35905,145908,29512
159005,44773,151539,127257,139589,92495,143574,35804,151353,139094,158259,36335,145906,30586
159025,44404,151566,128320,139642,93806,143569,35506,151303,139477,158238,36646,145883,31712
159039,44210,151608,129592,139702,95057,143576,35277,151315,139944,158202,36912,145854,33034
159065,44108,151617,130862,139766,96339,143566,35020,151293,139935,158152,37288,145814,34044
159123,44078,151601,132129,139840,97577,143566,34845,151370,140096,158122,37708,145719,35150
159164,44134,151563,133307,139902,98803,143552,34682,151393,140473,158076,38189,145624,36335
159154,44282,151538,134499,139995,100051,143555,34516,151482,140324,158072,38774,145529,37517
159175,44502,151551,135667,140107,101307,143548,34397,151475,140230,158031,39419,145447,38377
159208,44824,151522,136852,140204,102553,143558,34309,151440,140310,157983,40140,145371,39602
159202,45185,151487,138038,140307,103767,143562,34250,151413,140333,157925,40900,145305,40928
159206,45547,151461,139186,140429,104930,143574,34219,151337,140270,157861,41735,145241,42174
159235,45950,151458,140299,140545,106062,143577,34234,151267,140108,157798,42630,145193,43557
159187,46401,151443,141411,140674,107138,143575,34270,151195,139940,157766,43598,145198,44888
159194,46884,151423,142419,140793,108291,143580,34319,151183,139720,157730,44595,145214,46223
159197,47439,151449,143432,140885,109479,143595,34402,151161,139503,157687,45633,145252,47558
159194,48151,151467,144378,140958,110630,143589,34641,151172,139308,157661,46711,145295,49001
159147,48866,151468,145318,141037,111737,143594,34804,151219,139203,157629,47906,145371,50321
159083,49586,151510,146210,141073,112792,143610,34951,151297,139238,157624,49073,145421,51637
159036,50403,151492,147049,141171,113800,143602,35577,151400,139070,157635,50299,145485,52927
158994,51296,151594,147919,141165,114800,143593,35252,151485,138891,157622,51556,145527,54250
158983,52215,151561,148761,141149,115860,143613,35542,151604,138844,157618,52840,145558,55599
158893,53169,151531,149585,141136,116940,143627,35832,151719,138790,157598,54170,145582,56948
158850,54200,151519,150293,141076,118044,143637,36121,151811,138610,157574,55573,145593,58275
158804,55202,151505,150918,141021,119127,143661,36473,151917,138552,157548,56922,145636,59553
158785,56229,151529,151500,140870,120178,143764,36883,152037,138506,157516,58330,145698,60848
158744,57278,151543,152075,140813,121217,143775,37220,152118,138288,157533,59782,145755,62106
158737,58298,151553,152639,140765,122214,143764,37803,152194,138193,157521,61227,145761,63328
158718,59346,151561,153223,140697,123138,143764,38189,152262,138090,157496,62731,145749,64511
158723,60424,151570,153828,140654,124162,143768,38597,152297,138078,157495,64270,145770,65651
158718,61496,151582,154370,140627,125057,143772,38927,152346,137998,157498,65818,145826,66919
158696,62600,151603,154889,140572,125927,143753,39423,152408,137946,157478,67373,145859,68062
158705,63695,151613,155374,140510,126771,143668,39970,152396,137984,157490,68939,145867,69186
158702,64785,151515,155795,140458,127694,143671,40576,152432,137913,157512,70612,145896,70294
158691,65933,151527,156226,140405,128543,143650,41238,152447,137789,157543,72138,145958,71384
158668,67086,151560,156654,140343,129370,143620,41876,152465,137621,157528,73789,146048,72484
158649,68299,151594,157038,140312,130156,143633,42569,152499,137345,157557,75415,146122,73535
158652,69499,151625,157303,140230,130854,143641,43165,152576,136996,157606,77105,146186,74591
158643,70741,151656,157498,140136,131503,143590,43868,152661,136571,157648,78791,146218,75596
158636,71967,151681,157578,140097,132078,143592,44526,152763,136090,157691,80492,146237,76628
158622,73128,151696,157613,140034,132593,143572,45252,152853,135610,157757,82175,146245,77685
158672,74326,151699,157546,139951,133079,143554,46083,153016,135044,157820,83830,146251,78758
158726,75500,151688,157361,139872,133532,143543,46960,153135,134453,157828,85455,146276,79848
158770,76668,151683,157087,139790,133945,143556,47891,153236,133771,157921,87108,146306,80971
158809,77866,151659,156731,139685,134298,143655,48955,153315,132964,158010,88709,146337,82074
158840,79126,151617,156315,139587,134613,143655,49962,153350,132085,158039,90274,146369,83177
158875,80396,151583,155780,139517,134897,143660,51019,153364,131179,158099,91822,146427,84241
158943,81646,151554,155159,139406,135102,143684,52087,153347,130130,158163,93330,146501,85292
158998,82794,151526,154465,139318,135144,143677,53220,153295,129103,158222,94789,146579,86360
159038,84018,151524,153768,139240,135330,143687,54376,153250,127973,158276,96225,146650,87461
159073,85330,151621,153034,139138,135488,143683,55567,153196,126781,158364,97650,146693,88500
159116,86597,151649,152241,139068,135629,143668,56772,153155,125506,158402,99056,146740,89586
159164,87910,151681,151419,139018,135762,143564,58046,153160,124125,158435,100733,146783,90740
159239,89260,151726,150566,138924,135849,143513,59371,153165,122551,158459,102154,146811,91840
159300,90576,151778,149700,138827,135896,143515,60664,153232,120824,158449,103426,146814,92914
159356,91957,151814,148775,138775,135977,143526,61987,153272,119105,158463,104765,146810,93981
159424,93306,151819,147840,138733,136057,143541,63400,153272,117251,158475,106128,146808,95056
159463,94650,151833,146924,138656,136157,143562,64761,153256,115429,158502,107326,146825,96165
159543,96107,151834,145949,138594,136195,143594,66143,153195,113608,158504,108478,146824,97266
159583,97460,151715,144962,138574,136328,143605,67497,153132,111587,158496,109572,146823,98368
159608,98798,151728,143977,138547,136409,143685,68849,152965,109627,158487,110598,146819,99496
159660,100164,151674,142975,138526,136531,143671,70219,152848,107349,158478,111492,146813,100619
159711,101528,151693,142036,138517,136614,143642,71561,152779,105183,158469,112408,146849,101739
159710,102882,151707,141081,138530,136742,143612,72867,152705,103200,158558,113229,146874,102865
159728,104264,151735,140068,138530,136865,143500,74214,152609,101014,158553,114190,146906,103974
159736,105635,151769,139044,138533,136967,143489,75558,152476,98846,158572,115122,146940,105114
159737,107020,151787,137992,138535,137099,143479,76948,152360,96641,158591,116074,147001,106271
159727,108383,151792,136891,138564,137204,143467,78320,152313,94410,158609,117067,147071,107398
159746,109685,151787,135782,138578,137300,143428,79655,152402,92485,158629,118058,147131,108494
159793,111023,151777,134626,138569,137400,143422,80948,152462,90112,158638,119041,147208,109606
159771,112403,151765,133450,138543,137542,143416,82284,152577,87642,158659,120023,147268,110754
159758,113820,151769,132242,138526,137639,143471,83729,152705,85164,158683,121029,147324,111862
159790,115185,151762,131062,138529,137748,143464,85035,152836,82721,158683,122008,147367,113062
159808,116557,151784,129830,138525,137850,143450,86386,152933,80275,158672,122968,147411,114274
159816,117917,151792,128573,138515,137932,143426,87704,152971,78234,158641,123899,147458,115475
159788,119352,151798,127317,138516,137982,143423,88984,152998,75782,158613,124763,147525,116670
159789,120729,151784,126092,138525,138057,143422,90257,152968,73502,158581,125545,147577,117844
159830,122034,151784,124852,138531,138094,143439,91498,152978,71298,158556,126516,147646,118996
159859,123390,151747,123662,138543,138170,143460,92701,152979,69133,158521,127237,147715,120094
159899,124731,151709,122330,138540,138272,143472,93864,152981,66947,158442,127966,147779,121192
159911,126084,151686,120938,138543,138329,143500,94972,153016,64815,158355,128667,147824,122264
159896,127393,151654,119582,138550,138406,143530,96109,153028,62744,158271,129302,147872,123356
159897,128677,151652,118187,138568,138466,143540,97201,153003,60664,158197,129902,147897,124462
159923,129919,151664,116772,138575,138514,143560,98292,152978,58715,158024,130446,147922,125591
159932,131140,151667,115309,138587,138540,143558,99401,152947,56793,157930,131011,147930,126669
159969,132332,151702,113871,138605,138528,143548,100513,152903,54885,157888,131522,147941,127731
159983,133531,151712,112357,138649,138596,143528,101679,152871,53115,157831,132030,147956,128726
159979,134807,151731,110912,138695,138586,143497,102815,152867,51360,157803,132506,147995,129790
159963,136027,151795,109402,138752,138511,143474,103930,152827,49662,157777,132933,148027,130758
159932,137238,151800,107849,138815,138385,143446,105077,152800,48093,157786,133292,148050,131792
159942,138418,151847,106374,138873,138305,143415,106192,152740,46571,157797,133674,148082,132900
159963,139647,151859,104783,138972,138312,143335,107313,152717,45059,157786,133990,148112,133774
159994,140806,151903,103283,139052,138140,143354,108467,152708,43636,157758,134359,148141,134745
160015,141956,151935,101795,139132,137930,143363,109657,152639,42306,157741,134673,148161,135650
160046,143017,151997,100266,139196,137677,143435,110829,152630,41020,157728,134931,148173,136576
160084,144118,152013,98769,139253,137438,143477,112028,152645,39870,157723,135126,148185,137531
160089,145160,152042,97229,139283,137083,143529,113240,152676,38824,157731,135280,148219,138485
160099,146164,152088,95754,139324,136746,143563,114432,152699,37812,157732,135377,148243,139452
160120,147115,152151,94268,139353,136339,143578,115580,152708,36867,157728,135452,148291,140414
160134,148011,152194,92759,139368,135893,143606,116790,152748,36118,157706,135535,148339,141325
160145,148895,152189,91309,139355,135375,143628,117981,152805,35404,157690,135590,148372,142188
160158,149746,152246,89768,139334,134817,143608,119193,152820,34810,157673,135585,148397,142955
160154,150536,152294,88379,139344,134071,143578,120337,152822,34371,157646,135519,148423,143764
160153,151258,152323,86803,139350,133429,143472,121481,152799,33959,157613,135456,148456,144563
160154,151957,152357,85437,139289,132731,143439,122737,152761,33704,157576,135374,148486,145404
160143,152609,152393,83872,139276,131966,143465,123991,152740,33559,157549,135239,148522,146200
160127,153175,152420,82409,139251,131171,143436,125278,152716,33527,157521,135100,148532,146938
160124,153769,152429,80924,139220,130313,143452,126564,152684,33493,157509,134956,148528,147722
